text,label,processed
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x27",1,Hi BAM ! ||T|| Can you follow my bestfriend ||T|| ? She loves you a lot ||P|| See you in Warsaw &lt;3 Love you &lt;3 x27
Hi @efekistik If you can DM your details I can pass them on to our Alumni team &amp; get you in touch with our MBA representatives :-),1,Hi ||T|| If you can DM your details I can pass them on to our Alumni team &amp; get you in touch with our MBA representatives ||P||
Please be nice tomorrow weather! Otherwise our picnic is cancelled and I've got 24 cupcakes to eat :-( https://t.co/LGQRwfFTiO,0,Please be nice tomorrow weather! Otherwise our picnic is cancelled and I've got 24 cupcakes to eat ||N|| ||U||
#Zayn_Come_Back_We_Miss_You &lt;3 &lt;3 :( SO MUCH @zaynmalik,0,#Zayn_Come_Back_We_Miss_You &lt;3 &lt;3 ||N|| SO MUCH ||T||
I don't think I can watch degrassi for about 4-6 nights :((,0,I don't think I can watch degrassi for about 4-6 nights ||N|| (
BEAT DA BEAT sits well with @slashgear (includes new video) :-) http://t.co/lFm9Zq4Tj2 #mobilegames #ios8 #Android http://t.co/3xo8zsLtVX,1,BEAT DA BEAT sits well with ||T|| (includes new video) ||P|| ||U|| #mobilegames #ios8 #Android ||U||
This day is such a mess! :(,0,This day is such a mess! ||N||
i need to clean my window at some point today bc hugh keeps pawing at them and leaving muddy marks everywhere :(,0,i need to clean my window at some point today bc hugh keeps pawing at them and leaving muddy marks everywhere ||N||
@The_Strypes whens the album coming? :(,0,||T|| whens the album coming? ||N||
@myoddballs @Kelsagirl recieved our order this morning but no flip flops :( hopefully just been forgotten?,0,||T|| ||T|| recieved our order this morning but NOT flip flops ||N|| hopefully just been forgotten?
@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),1,||T|| You look like you are having lots of fun! We hope you had many good takeaways today ||P||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.325
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.325 》》》ＳＥＥ ＭＥ ♛♛♛
@Niallll_1Dx it's a cool video i love it...:) thank u,1,||T|| it's a cool video i love it... ||P|| thank u
#FollowFriday @murtishaw @aqui_fr @FRTechStartups for being top influencers in my community this week :),1,#FollowFriday ||T|| ||T|| ||T|| for being top influencers in my community this week ||P||
"@marthasydenham @alexxdouglas @wordpressdotcom Lovely stuff. This needs to be repeated, relentlessly, for approximately the next 5 years. :)",1,"||T|| ||T|| ||T|| Lovely stuff. This needs to be repeated, relentlessly, for approximately the next 5 years. ||P||"
@PinkCloud_RP so when will i get my jonghyun hyung? :( please predict it :(,0,||T|| so when will i get my jonghyun hyung? ||N|| please predict it ||N||
@edzelcastillo  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1,||T|| follow ||T|| &amp; ||U|| follow u back ||P||
:-( :-( :-( Okay...,0,||N|| ||N|| ||N|| Okay...
:( vidcon :(,0,||N|| vidcon ||N||
@btsmaqnae followed :),1,||T|| followed ||P||
@LuvSocial_Media Thanks for the share :),1,||T|| Thanks for the share ||P||
@phedran A great Skyblock stream too. :),1,||T|| A great Skyblock stream too. ||P||
@GeekPlanetDave He said you've got too much time on your hands :( #RogerWatch,0,||T|| He said you've got too much time on your hands ||N|| #RogerWatch
@EndresErik My kid has this certain action when he does his little grunt - http://t.co/ACVMP4xiDw - Thanks for favouriting :),1,||T|| My kid has this certain action when he does his little grunt - ||U|| - Thanks for favouriting ||P||
I kinda wanna fangirl over not an apology again even tho i already fangirled a lot when i first heard it :D,1,I kinda wanna fangirl over NOT an apology again even tho i already fangirled a lot when i first heard it ||ExP||
MY snapchat : EvelineConrade #snapchat #kikgirl #like4like #FaceTime #kikmsn #amazon #selfshot :( http://t.co/KWdxYb9dBC,0,MY snapchat : EvelineConrade #snapchat #kikgirl #like4like #FaceTime #kikmsn #amazon #selfshot ||N|| ||U||
I miss mamabear so much :(,0,I miss mamabear so much ||N||
@Ni_All_Is_Bae aww I don't really wanna get my hopes up but I wish that he would :((,0,||T|| aww I don't really wanna get my hopes up but I wish that he would ||N|| (
@natalieegiselle it's unavailable now :(,0,||T|| it's unavailable now ||N||
Homey :),1,Homey ||P||
"Annnd, now not going to Winchester {:-(",0,"Annnd, now NOT going to Winchester { ||N||"
I WANT :(( http://t.co/aZN2zOScb1,0,I WANT ||N|| ( ||U||
@mgallizzi it was a great read Matthew! Really interesting and thought provoking :),1,||T|| it was a great read Matthew! Really interesting and thought provoking ||P||
@AdeptGroupLtd @TWBC_Business @TechLystics @TLB73 @SynergeeLtd @PerkPearl Many thanks. Happy Friday everyone :),1,||T|| ||T|| ||T|| ||T|| ||T|| ||T|| Many thanks. Happy Friday everyone ||P||
Snapchat me guys - sexyjane19 #snapchat #kik #Horny #bestoftheday #photo #goodmusic #sexual :( http://t.co/0RZnnSlxq9,0,Snapchat me guys - sexyjane19 #snapchat #kik #Horny #bestoftheday #photo #goodmusic #sexual ||N|| ||U||
@seiyaharris oh no :-( that's rubbish.,0,||T|| oh NOT ||N|| that's rubbish.
"I'm getting back into a funk.
:( ugh this sucks.",0,I'm getting back into a funk. ||N|| ugh this sucks.
Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/zybHHnSkwl.,1,Stats for the week have arrived. 1 new follower and NOT unfollowers ||P|| via ||U||
"@TokyoTantra Hahaha tell me anytime you wanna taste it! oh, with yer address to send it :)",1,"||T|| Hahaha tell me anytime you wanna taste it! oh, with yer address to send it ||P||"
Annoying selfies on a Friday. #walangmakakapigilsakin  :D http://t.co/xD6pkorhEU,1,Annoying selfies on a Friday. #walangmakakapigilsakin ||ExP|| ||U||
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x39",1,Hi BAM ! ||T|| Can you follow my bestfriend ||T|| ? She loves you a lot ||P|| See you in Warsaw &lt;3 Love you &lt;3 x39
@Komal_Indian @SocialitePanda #ब doesn't matter. Jungle can accommodate both :-),1,||T|| ||T|| #ब NOT matter. Jungle can accommodate both ||P||
Off cycling with #thegrandad and @MonkeyNinjaYT :),1,Off cycling with #thegrandad and ||T|| ||P||
@Khaled_Moualdi I don't have anything I need to wake up for :),1,||T|| I don't have anything I need to wake up for ||P||
Celebrate end of work week!:) Invite your friends to dine here and experience the modern Korean House… https://t.co/ul8fcuREuu,1,Celebrate end of work week! ||P|| Invite your friends to dine here and experience the modern Korean House… ||U||
@GuyLongworth yours too :)),1,||T|| yours too ||P|| )
Week 2 is over :( but can't wait for week 3 😊,0,Week 2 is over ||N|| but NOT wait for week 3 😊
I can't sleep :( someone talk to me,0,I NOT sleep ||N|| someone talk to me
Funny how that happened when Phil was here too : ),1,Funny how that happened when Phil was here too : )
"That ""@Real_Liam_Payne thanks bro ! 😀 x"" is my everything :-)",1,"That ""||T|| thanks bro ! 😀 x"" is my everything ||P||"
"are your parents proud of you — lol, not in the least :D maybe sometimes they get happy because of my grades, al... http://t.co/bJjeGIOOGU",1,"are your parents proud of you — lol, NOT in the least ||ExP|| maybe sometimes they get happy because of my grades, al... ||U||"
"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ...79x",1,Hi ||T|| i hope you're having a great time full of happiness ||P|| I Love you ...79x
"Funny. Intelligent, strong and funny. Just funny... :-) https://t.co/IqJwYRF52C",1,"Funny. Intelligent, strong and funny. Just funny... ||P|| ||U||"
@KenCageRepo Thanks a bunch :( I hope to get training in to be among you. Hopefully find something.,0,||T|| Thanks a bunch ||N|| I hope to get training in to be among you. Hopefully find something.
"@notaxation Colin, my PS4 is dying!? :( where can I find playstation support, without being charged money to call? Any help much appreciated",0,"||T|| Colin, my PS4 is dying!? ||N|| where can I find playstation support, without being charged money to call? Any help much appreciated"
@JoelSuthesh You're welcome :),1,||T|| You're welcome ||P||
Although it's 3 am here when their panels start...I'm gonna miss everything...:-(,0,Although it's 3 am here when their panels start...I'm gonna miss everything... ||N||
Dream team recording today :((( im sad xiu couldn't make it :(,0,Dream team recording today ||N|| (( im sad xiu couldn't make it ||N||
this new Sandra Bland footage is really the icing on the cake.. heartbreaking how they dragged her lifeless body from the police car :(,0,this new Sandra Bland footage is really the icing on the cake.. heartbreaking how they dragged her lifeless body from the police car ||N||
"@34_1 no, they rejected section of the UK govt e-petitions site died :(",0,"||T|| no, they rejected section of the UK govt e-petitions site died ||N||"
"Hey @GoGirlsMusic would you help me share my project ""Becoming a Female Tour Manager"" http://t.co/d3AFRhhgP6 :)",1,"Hey ||T|| would you help me share my project ""Becoming a Female Tour Manager"" ||U|| ||P||"
@_xRiya Strange Kareena's Fans Not Knowing Kareena's Fans :),1,||T|| Strange Kareena's Fans NOT Knowing Kareena's Fans ||P||
"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne",0,"""zayn"" starts with a small letter Z. Why? ||N|| ||T||"
Humans basically dont want peace and calm... Otherwise they would be spreading and practicing Science and Goodness... :) :) :),1,Humans basically dont want peace and calm... Otherwise they would be spreading and practicing Science and Goodness... ||P|| ||P|| ||P||
NOT AN APOLOGY ME ENCANTA VALE OSEA BEA :-(,0,NOT AN APOLOGY ME ENCANTA VALE OSEA BEA ||N||
@StevenLDN frightening case. It really gets to you :(,0,||T|| frightening case. It really gets to you ||N||
@Charlottegshore Where can I buy your book #MeMeMe? I live in Finland :(,0,||T|| Where can I buy your book #MeMeMe? I live in Finland ||N||
@darrenwho_ why is naya there whats happening. my link keeps doing the spinny loading wheel but never playing anything :(,0,||T|| why is naya there whats happening. my link keeps doing the spinny loading wheel but NOT playing anything ||N||
@gculloty87 I know would of been lovely to have her in that pic :)) x,1,||T|| I know would of been lovely to have her in that pic ||P|| ) x
"@ZackTheHeroXXX :(

I was just online a few days ago! I have like 50 notifs again :(
in 2 days dammit
stop guys
lol jk &lt;3 u",0,||T|| ||N|| I was just online a few days ago! I have like 50 notifs again ||N|| in 2 days dammit stop guys lol jk &lt;3 u
@vinrana1986 hii vin plss rply my tweet :((,0,||T|| hii vin plss rply my tweet ||N|| (
@amorecrudele Visit my blog http://t.co/UzOAqroWKx thanks :D,1,||T|| Visit my blog ||U|| thanks ||ExP||
Just landed in GC!! Yeeew of to pre LAN :),1,Just landed in GC!! Yeeew of to pre LAN ||P||
"@ithloopwithcoco Thanks!   No worries, I'll navigate to your blog and check it out. :)",1,"||T|| Thanks! NOT worries, I'll navigate to your blog and check it out. ||P||"
"@nashyy_niall FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",0,"||T|| FOLLOWED ME THANKS, AND ||T|| PLEASE FOLLOWED ME TOO ||N||"
Nice weather if ur a fucking duck :(,0,Nice weather if ur a fucking duck ||N||
I don't wanna go home just bring the English food over here and I'll gladly stay here :((,0,I don't wanna go home just bring the English food over here and I'll gladly stay here ||N|| (
"@FionaBunn1 Forgot to ask, but may I post it on FB? Happy Friday :-)",1,"||T|| Forgot to ask, but may I post it on FB? Happy Friday ||P||"
Have a great session @BeckieJPhoto. Hope you've got that #fridayfeeling :-),1,Have a great session ||T||. Hope you've got that #fridayfeeling ||P||
"@synergymicro_ i legit am you loser, sit down and get gassed :))",1,"||T|| i legit am you loser, sit down and get gassed ||P|| )"
At the hospital :(,0,At the hospital ||N||
@briones198 always makes things better :)❤️,1,||T|| always makes things better ||P|| ❤️
Happy Birthday @TobiWanDOTA ! Never forget. :) #pglcsgo https://t.co/qM8J919s8x,1,Happy Birthday ||T|| ! NOT forget. ||P|| #pglcsgo ||U||
@Satbains1 Congratulations Sat on your 3rd honorary degree from everyone at Alacer :),1,||T|| Congratulations Sat on your 3rd honorary degree from everyone at Alacer ||P||
I miss my long black hair. :(,0,I miss my long black hair. ||N||
Please comment on what you think of what I wrote so far in the twitlonger :),1,Please comment on what you think of what I wrote so far in the twitlonger ||P||
I liked a @YouTube video http://t.co/2JcBiswDW9 More subs plz :(,0,I liked a ||T|| video ||U|| More subs plz ||N||
"""You make me alive, You make me suffer, You make me feel.. 

Addictive song i always sing in KARAOKE :-)..",1,"""You make me alive, You make me suffer, You make me feel.. Addictive song i always sing in KARAOKE ||P|| .."
@VnG_Hollands @VnG_Brando TIME FOR MINE :D,1,||T|| ||T|| TIME FOR MINE ||ExP||
@celestinesofie  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1,||T|| follow ||T|| &amp; ||U|| follow u back ||P||
Awww thank you :)  https://t.co/9tSQv2DWVm,1,Awww thank you ||P|| ||U||
Looking for fun? SNAPCHAT - ericavan18 #snapchat #snapchatme #likeforlike #interracial #model #repost #sexo :( http://t.co/X6O6vJmGac,0,Looking for fun? SNAPCHAT - ericavan18 #snapchat #snapchatme #likeforlike #interracial #model #repost #sexo ||N|| ||U||
"Got you :) @ShanduLinda: @DJShaun_SA pfb""",1,"Got you ||P|| ||T||: ||T|| pfb"""
@itmeailung I know :( saklap,0,||T|| I know ||N|| saklap
@coxn8r Morning to you too? Not really :D U're already having fun cause its weekend right? :D ure in the future ;)) Have an amazing night,1,||T|| Morning to you too? NOT really ||ExP|| U're already having fun cause its weekend right? ||ExP|| ure in the future ;)) Have an amazing night
"The amber liquid continues to flow, almost game time :-) #MelbourneTrip2015 #TaxiKitchen https://t.co/TjsUKEvepd",1,"The amber liquid continues to flow, almost game time ||P|| #MelbourneTrip2015 #TaxiKitchen ||U||"
"Celebrating life once again. :) #summer #MoreFunInThePhilippines @ Lahos Island, Caramoan Islands https://t.co/Pw7NdlH5d9",1,"Celebrating life once again. ||P|| #summer #MoreFunInThePhilippines @ Lahos Island, Caramoan Islands ||U||"
Rest in peace mo :(,0,Rest in peace mo ||N||
Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq,0,Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana ||N|| ||U||
"@nat_broco erm, what's that like then :(",0,"||T|| erm, what's that like then ||N||"
no thanks ah :))) https://t.co/53Y8kOT4Rm,1,NOT thanks ah ||P|| )) ||U||
i miss you too den :(((  https://t.co/sIvKwcomiZ,0,i miss you too den ||N|| (( ||U||
@TarekTamo @NourH92 hahahahaha law I can make it happen I would do it in a heartbeat :D,1,||T|| ||T|| hahahahaha law I can make it happen I would do it in a heartbeat ||ExP||
That time Twelvyy got rude :( http://t.co/zWreWycNrf,0,That time Twelvyy got rude ||N|| ||U||
"Same :)
https://t.co/JA8FUggJwT",1,Same ||P|| ||U||
@fyoudontknow WAIT ITS GONE. LITERALLY IT IS :(((((,0,||T|| WAIT ITS GONE. LITERALLY IT IS ||N|| (((
I'm high again :-) I love my stash :'-),1,I'm high again ||P|| I love my stash :'-)
It's always hard leaving my heart :( I'mo sulk all day today.,0,It's always hard leaving my heart ||N|| I'mo sulk all day today.
